,rating,title,Review_data
2801,1.0,Pathetic camera. Good battery,"Biggest negative why you shouldn't buy this phone is:1. Back camera is not upto the mark.2. Front camera is even worst.Fast charging is good otherwise.Should be for less than 10k.Verdict: Pay 2k more and buy Samsung F23.Reasons: 5G phone, better cameras in samsung, better SD processor, low radiation level. More storage in low end variant."
2802,3.0,Go for redmi note 10 pro instead,"Redmi note 10 pro is better value for money. let me tell you why:1. Note 10 has better Camera compared to Note 11.  a. 64MP vs 50 MP. 0.70 µm vs 0.64 µm. bigger the size better the quality  b. Wide Angle lens Sensor - Sony IMX355 vs GalaxyCore GC08A3  c. Macro lens - 5 Mpx vs 2 Mpx  d. Front camera - 16 Mpx Sony IMX471 Exmor RS vs 13 Mpx Samsung S5K3L62. Better Screen - Refresh rate 120 Hz vs 90 Hz3. Slow Motion Video - 960 fps vs 120 fps4. Build - Glass back vs Plastic back5. SOC - SD 732 vs SD 680 (antutu score 3,36,250 vs 248.639)More important thing - Both are placed at same price @ when i am writing this review (2022 summer sale) for 6gb RAM and 128gb storage variant. Actually Note 10 pro is bit cheaper than Note 11 ."
2803,4.0,Overall Satisfied,"Hi folks. So I bought this phone last week. Snd overall I am satisfied. It's not one of those premium smart phone but it's not a cheap range product as well. I am not a gamer or have heavy usage, so about processor and battery, works great for me. This has a fingerprint reader in the unlock button itself, works very efficiently. Build quality is also good enough. If you know how to customize your themes, this will look far far superior. About camera, I have added few photos, and I feel it is good for landscape and natural photography but maybe not so much for portrays. But you can give it a try. And lastly, I am not at all a selfie person, but if you are then you may have slight disappointment with front camera. That is something where Xiaomi has made blunder.Overall, mobile preferences are all person to person varying. Depending on your normal usage, you can go fir this. Oh btw, this costed me 14,000/- with bank discounts.Cheers ."
2804,4.0,Very good display n battery but pathetic camera,"Buy this phone for superb amoled display. Very loud and clear stereo speakers, Fantastic charge speed and 1.5 days battery. Factory applied screen guard.On downside the camera is really bad (resolution install Gcam), the processor is kind of slow. Even SD665 processor is faster than this one. Overall performance is about 1sec slower compared to redmi note 8. Definitely not for gaming. RAM booster is useless. Hope this helps"
2805,3.0,It's just Meh,"Bought a new phone after a long long time. Previously had the Redmi note 5 and it worked like a charm until the last moment. I feel bad for dropping it from my hand. So I thought I'd go for this one. Had a few good expectations. I'm not a techie or anything, so I will just talk about a few things I did not like.1) I absolutely do not like the fingerprint reader. Its so small, and almost always have to touch it twice for the phone to unlock .2) The auto brightness feature suuuuucks. It's either too bright or too dim. Never gets it to the right setting.3) I thought the battery life should last long, but I honestly don't find it to be so. I am someone who does not have a lot of apps on my phone. And dont use it much. I keep mobile data off. Its just on wifi. But still, lasts for a day tops.4) Something about the speaker of this phone is off. I cannot hear it properly at certain angles.These are my 2 cents. Purchase with caution. You wont be missing out on a lot."
2806,4.0,Good for Basic Usage,"It's quite good phone for basic usage. The Display is way too good and 90Hz feels so smooth. Speakers are lound enough, so multimedia experience is best.The device is quite handy and light weighted, also you can use it with single hand.Battery life is too good, the 6nm chipset and 5000mAh makes the battery life lasts for 1-1.5days long. You can charge it in less than 1 hours. (I only charge 20-90%).If you want to play games, please consider another device. Also if your priority is camera, don't go for this one."
2807,5.0,First mobile in budget that took my heart 💖,"Screen Quality is amazing, Very bright in direct sunlight.Camera is descent according to price (not great).battery back up is good.charging speed is also good.Processor is very good for normal users ( Not for gamers ).Overall a very very good mobile for normal users who want a good phone for daily use."
2808,3.0,Below Avg,"Got this phone on the first sale for 13k and today just after 40 days its price is below 11 k , I lost 2.5 k , Camera is horrible. This mobile is not worth 13 k , price should b around 10 k considering the processor n no 5g"
2809,1.0,"Totally waste of money don't buy this phone camera quality is wrost than wrost ,performance low","Honest review :I have ordered this phone from another account but trust me my review is honest1. camera quality is more than wrost beacsue they give 50mp but that can't take photos even 5mp2. heating problem when charging and gaming3. fingerprint  once don't work quickly4. I think processor they must give more better than this in this price range 13.5 k they given sd680 but in this range it deserve more better performance like they should give the sd7 or mediatek Helio 90 or 96Con Expect there 4 mejor issues other all qualities are goodBest in Phone4g +4g is good network , 1 gb ram extended 4+1 is good , fast charging is also goodI have disappointed from this product and returned this phone made in india but (  parts are Chinese only so I call this phone China phone only ) so it's better to go for non Chinese brands Thank you"
2810,5.0,Nearly perfect,Its a value for money product -Highlights -Design ( Subjective ) and the Display is just amazing . Perfect for people using it for media consumption and social media . Battery and charging.Average - Camera Primary sensor is good (in good lightings) rest other cameras are good to have at times if you need increases reachability.Need improvement -RAM management not recommended to those who do multitasking.But for the price i think of the best options definitely worth considering.
2811,1.0,Worst phone ever,"Do not buy this phone.. It has lagging problem.. It hangs a lot, it heats and the most worst is redmi service centre.. They just waste your time that's it.. I have bought this phone 2 days ago and despite having so much problems they are not replacing my phone.. Pls don't buy this"
2812,4.0,Dont expect more on camera clarity! Others are okay!,Pros:Battery life - (Normal usage i get 2 days)Performance - i am not a gamer so i cudn't found any lag in day-to-day usage.Display - Amoled with 90HzAudio - Stereo speakersCons:camera quality - not upto mark in this price range
2813,2.0,Redmi Note 11 has bad quality in terms of camera and battery,"The Redmi Note series phone has lost the quality.- Camera: Very bad, images in low light are so bad as if it is taken from a very cheap quality camera phone.- Battery: Ok, neither good nor bad, but charging is extremely slow despite being a 33 W charger.- Performance: We can't expect much, but phone gets heated even after playing a low end game for few minutes.I would suggest to spare few extra bucks and look for better phones or go for any other phone in same budget, but please don't buy Redmi Note 11 else you will repent later."
2814,1.0,Worst phone by redmi,Please dont buy this phone highly not recommendOlder phone by redmi was very goodBut this specific model is very bad qualityNo good point to say about this phoneWorst cameraWorst processing speed even after taking 6GB RAMPhone feel very cheap in hand
2815,1.0,Worse camera very poor,"Hanging problems poor phoneNot smooth , take time to open appBad experience  not worth it dont buyBogus phone"
2816,1.0,Don't ever buy Redmi phones..,Suddenly battery draning 98-0% in one secondWorst phone experience MIUI 13 has lots to erros or bugs. Too much mi inbuilt apps of no usages this apps runs in background collecting data.After 2-3 months of usages you feel your system is slow down poor performance and app crashes in middle.Back glass is just a glass poor quality.Too much ads after update MIUI 13.Worst amoled experience..All these features are fake and of poor quality..If you buy a phone that stay with you longer time buy always stock Android..Thanks
2817,1.0,Just not waste it's completely worst product,Don't buy this product.. DisappointedWe can buy good product for this money.. Camera quality is worst and touch also sometimes not working. Video quality is also not good. Sometimes can't make conference calls . Apps closed suddenly while using. Mobile hanging within 3 months
2818,1.0,Must say the real truth.,"Camera is below average, note 10 has 60fps supports and new generation doesn't have 60fps, why would you degrade you products. Front camera is like 2 mega pixel in old nokia phone. Next phone is surely not gonna be mi, Mi sold a lot of phones in inda and now they only care about business not customers. Who ever sees this comment please buy some other phone. I bought 6-128gb for 16k, hard earn money wasted."
2819,5.0,Best Display+ Best Speakers+ Long Battery life with Fast Charger,"I purchased this phone for my father from mi store in ₹12500 Amazing Value for Money ProductYou should definitely purchase  if You want1)Long Battery2)Light Weight And Nice Design3)Fast charger4)Excellent Display with Excellent dual Stereo Speakers5)Smooth User ExperienceCons:1)Normal Photography is nice...,but Not for Heavy Camera User...2)I didn't play game on this mobile....Conclusion: If you are Normal or Medium Smartphone User ,This phone is Best for you....And One thing ,""Any phone is not perfect for Everyone "".So Choose as per your requirment...."
2820,5.0,gaming phone,"It has everything that anyone would expect from a device, truly the successor to the previous note 10 that I was using.I am mesmerized by the display on this one, coming from a LCD display, this 120 Hz 10-bit Amoled display is amazing.The brightness is good it and works even well under direct sunlight.The colors are bright and punchy on this one"
2821,4.0,full paisa vasool😍😍😍,starting with cons-1- worse selfie camera.2- No 5g3- u.i. needs improvementpros-1- nice rear camera2- boxy design3- i.r. blaster4- superfast charging5- lightweight6- dual stereo speakers7- back cover and charger comes with the box
2822,1.0,My bigg Think a 13k price mobile leggings 5-6 time in a day and I dont have any gaming apps in phone,बकवास शब्द का जन्म इसी मोबाइल के लिए हुआ की एक दिन mi वाले ये फोन लॉन्च करेंगे और हम बोल सके ।मेने नॉर्मल डे टू डे टास्क के लिए ये फोन लिया और सोचो 13 हजार का फोन ये भी ढंग से नहीं कर पा रहा । 8 हजार के फोन में लोग bgmi खेलते है।  इस फोन के क्या कहने ये इंस्टाग्राम चलाते हुए भी leg करता है । यूट्यूब तो इसके बस का ही नही है ।1 मिनट ये अपनी ram में कोई apps नही रख सकता थोड़ा सा आप एक apps से दूसरे में गए तो लोड होता है ।Note : अगर फिर भी आपके पास ज्यादा रुपए है तो दान कर दीजिए पर ये मत लीजिए
2823,2.0,This phone is good but not better,"I bought this phone 3 days agoAnd I say about this basis of my UI.Pro....1.Display is awesome2.Battery backup up to 9 hour in regular use3.It gets charged in 55 minutes due to 22 watt chargerCons....1. Camera quality is very low you can't click a photo in night or indoor condition.2. Processors is average you can't play heavy game like BGMI Free Fire MaxThe company should improve the camera by giving updates, at least.Thank you 🙏"
2824,1.0,Slow phone,The phone ram or processor not sure what is wrong but when i switch apps it takes long time and also reloads. This wasnt the case on redmi 8A dual. Bettery is superb fast charging.sound averageUpdate: this phone is crap n dont go for it. I used from redmi1 to redmi 8a dual but this phone was the only crap i found.
2825,1.0,WORST MODEL OF REDMI EVER,THIS BLOODY PHONE IS A DISGUSTING PIECE IN ALL MODELS OF REDMI. HANGS UP EVERY TIME AN APP./EMAIL IS OPENED. DO NOT EVER BUY THIS MODEL EVER.
2826,1.0,Phone start hanging just after 10 days.,Amazon has delivered faulty product and phone start hanging very oftenly ... Amazon has denied to return or exchange of phone. It is waste of money and now running behind service center.. It is headache now a days ordering phone/electronic item from amazon and 70% time only faulty items are getting delivered.
2827,4.0,Worst Camera Quality,"I really like this phone in 16,000 range but there is a one thing that i don't like and its a camera. Camera quality is worst if you want to buy a good camera phone then don't buy this phone. Overall phone is good i really like the phone but i don't like camera quality. I think redmi should fix the camera problem throught software update in future."
2828,5.0,Pros and cons,All in one phone its really amazing  the thing which i didn't find good is front camera  when i click the pics on snapchat the colour becomes so reddish n there are dark colour i don't know wht is this and fingerprint is not so fast.The display and battery is just wow 😍 it is superb back camera is so fantastic i like the macro pics and other mode pics  i just like it all together amazing and phone in budget range
2829,1.0,Don't buy this phone,2 paise ka camera nahi hnInstagram reels itni bekar quality me chlti hnJis haramkhor ne yeh phone suggest kiya mn krta hn usee hi iske paise le lu 😒
2830,1.0,software issue,I have ordered another account. I have faced issue in software hangup and payment upi software installation issue.I have return to amazon within 7 days and collect also amazon person but he is not update in system for picked up phone.I have complaint many times to amazon care but not received positive response.poor service and phone quality is not good.
2831,3.0,Average,Writing this review after one year of usage.On first day having speaker issue it was solved after visiting Xiomi Service centre after that working fine. Build quality is really good. Good camera quality. Battery really lasts for a day even if heavy usage.Fingerprint and face lock also works very fast.
2832,2.0,Amoled Display,I ordered Redmi Note 11 6 Gb Ram 64 Rombut After usage of 4 hours everything going on good but in night when i decrease the amount of brightness slightly screen flickering and i realised this amoled display quality not that good. and i replaced with another unit of phone but unfortunately same conditions with another phone thereafter i return the product. Xiaomi only created hype of this phone but it's Fully flop and failed
2833,1.0,Battery and Fingerprint is not good,As per 5000 mah battery back up is not good. It's problem with Redmi phones this is my 5 h pnone of Redmi only one problem battery life is not good. Fingerprint places at side. That's why it is not working properly.
2834,1.0,Camera quality very bad,Please don't buy this phone.. Totally waste of money.. Camera quality is very bad. Overall  Performance very very poor.. Ei phone kinlei thoke jaben tai ekdom kinben na. Bluetooth connectivity problem (Connect & reconnect continuous). Realme is the best in this budget.
2835,5.0,Awesome,"Overall a good phone with good display, cameras,Haptica and good battery life thanks to 6nm processor but wish it could play 4k video and also capture in 4k.2Gb ram expansion only available in 6gb 128gb variant you will only get 1gb ram expansion in other variants"
2836,1.0,No call recording in this redmi mobile,No call recording in this redmi mobileNo call recording in this redmi mobileNo call recording in this redmi mobile
2837,5.0,"Camera , design , less weight","Perfect buy on this price range.Amoled , ip splash rating, gorillaa glass , camerasNot 5g is the problem that's ok. If you buy now.Required sd card slot also.Hope Xiaomi makes it"
2838,3.0,Better phones available in realme,"Better models and better features availble in realme with these price. The facilities provided is good. Battery good, display not upto the mark."
2839,5.0,Excellent mobile thanks Amazon,"The media could not be loaded.
                



 Sound quality is bestBattery life 3 days without chargeFast charging 33w 30minute full charge front camera quality is good in day or high light but not take good photo video in low light or night.Excellent look and slim comfortable mobile.Personally i will suggest to buy it. There is no issue."
2840,3.0,Redmi Note 11 Call Recording problem,There is no automatic call recording start. we can custom recording by selection number Or not in contact lists. If recording start it will Say Call recording started it can heard both said. So i will give ratings Very less Only one star⭐ we need to install separate application to call recording
2841,3.0,MIUI 13 is worst,MIUI 13 has many bugsNo updates stillScreen dimming issueCamera sky filters not workingNo lens shortcut in pictures
2842,2.0,Worst Camera,"Camera is not good, display is also like normal I am trying to exchange this phone but this mobile is not showing in exchange, think that this photo is not worth for exchange also.Don't buy this mobile I am requesting all"
2843,2.0,Good looks with worst camera,I have bought this phone for my wife as a valentines gift but this phones camera is really too bad. She had stopped using the phone and now she is again suing her old phone. I think if any update can help. But I would not recommend this phone to anyone. Please don't buy this phone. Go for Samsung either those have much better package to give.
2844,5.0,Looks good,"Very attractive and a very special edition phone, its design and all is a complete package of beauty with feature."
2845,3.0,Poor camera. Especially in low light.,Poor camera. Especially in low light. I was using Redmi note 4. Note 4's camera is better than this phone's.Finger print reader and face recognition is perfect. Display is good. Look is average. Battery performance is good
2846,2.0,Waste of Money,"System apps or Android apps Continue crash,camera quality is very poor,battery charging is fast but drain almost 75% only 4 hours of whatsapp or normal calls in daily basis use,this is just basic phone for normal videos watch dont much aspect,dont buy for some youtuber suggest,The money is yours, so spend it wisely."
2847,3.0,Average,Fingerprint reader 5/5Camera 3/5Display 5/5IR Blaster 5/5Face Unlock 4/5Battery 5/5Unnecessary bloatware.Guys root this phone to get rid of bloat ware.You can find video on YouTube.It will also improve performance.Good phone for those who have a tight budget.
2848,1.0,Screen Display problem,"The media could not be loaded.
                



 Extremely poor product. Bought this product on 24th Feb today is 14th March already the display is gine. Check the video. Think before you invest your hard earn money."
2849,5.0,Best in industry for Budget rate,Performance and light weight mobileBudget king 2022Camera quality is awesomeBuild quality is toughBattery life is efficient
2850,4.0,Superb Phone apart from front Camera.,Best phone at this price range. If you are not concerned about front camera then go blindly buy this phone... Super sleek design. Snapdragom processor. Super amoled display. Overall experience is good.  Apart from camera. It's an good & steady phone.
2851,2.0,Average phone is bigger than this my previous phone was redmi 5,"Battery backup is not good, sound quality is poor, there are two speakers named but both do not sound good, I found the camera quality to be useless, there are many obstacles in call recording"
2852,1.0,Please buy Infinix Note 11 or 11s,"Seriously it's not worth to buy any Redmi or Poco products, useless Brands, camera like vga type and dull no clarity, battery draining very fast, very very low sound speaker. Not impressed,You can purchase instead Infinix Note 11 or 11S and it's loaded with lots of features"
2853,2.0,Charging time,"Reviewing after 7days of buying... Is there anyone facing issue in charging, though it has 33 watt first charger, but it takes a whole 2 hours 30 mins. to fully charge the battery, don't understand is it only happening to my mobile or is it normal charging time"
2854,3.0,Not Value for money,"Hanging Problem, not value for money, not good wight, very shrink, company may manufacture is more decent but they can't"
2855,4.0,Batry not power full,Mobile ki battery jada nahin chalti hai aur camera ki quality kafi bekar hai kahin se nahi lagta hai ki 50 mp ka hai
2856,3.0,Not worth. But Poco M4 Pro instead,The same phone is being sold as Poco M4 Pro for 2k less. Why would you buy this instead ?
2857,1.0,Works not properly,Battery badhiya h back camera bdhuya baki kuch b bdhuya nahi mat kharidna is phone ko choona lag jana h faltu paise waste aj k time m sbse khrb phone yhi lga mujhe kuch months phle liya h or jldi hi ab change krugi because ye kam ka nhi nikla very disappointed with Redmi brand
2858,5.0,Mi love!,"Good processor with good screen quality. Having good battery life with adorable looks. Strong back panel with good camera quality, and a lovely fingerprint sensorNo heat problem, provides fast chargingLove MI for that #NOTE11lub"
2859,3.0,Not for gaming.,Display touch screen not good for playing games like free fire. So don't buy for gaming.All other phone is good.
2860,4.0,Worthy mobile,"It has 6.4 inches screen, it makes mobile easy to hold.The camera is decent.For regular usage it is a good phone.MIUI 13 simply superb.I wrote this review after 1 month usage. You want good budget phone, go for it."
2861,2.0,Disappointed,"I never go for redmi Xiaomi or mi I feel cheated,but what can I do now just using cellphone unnecessarily"
2862,1.0,Fake snapdragon 680 branding,"Fake snapdragon 680 branding,using old 668 snapdragon poor graphics performance,even small games are hanging like 3 years old processor..not worth of 15k"
2863,5.0,phone problem,"My Phone is spoil.... It did not start when i woke up today. It seems that bad luck.I did not do anything i keep normal, i did not play games, but i dont know how."
2864,5.0,Best mobile,"The media could not be loaded.
                



 Finest mobiles in history of Redmi and Mi... And best body colour combination, battery is also asowme 5000 Amp and power efficient......and thanks Amazon for a nice delivery....."
2865,4.0,Not worth the price,"The phone perfectly does daily basic tasks without any lag,this phone is not for game, theonly thing i dont like in this phone is gps not working properly as i travel more when i lock the phone it says gps lost, every time i need turn my screen on while navigating thru maps."
2866,1.0,Disappointed with MI,Mobile not working properly waste of money camera is average battery life is good mobile is always hanging my old note 7 pro better than this mobile.
2867,3.0,Avg phone,Avg phoneCamera- below averagePhone is hitting while playing gamesIncoming call is lagging to much after 4-5 seconds call display appears that is worstFuctionality is also poorOverall it's average phone not worth buying
2868,5.0,All-rounder phone,I am so happy with phone. it's dream features provide this prize by Redmi note 11.. But I think this is refurbished phone and I felt really sad that offer me but not mention it.... And even packing is something wrong it ..it have phone miner scares on it
2869,1.0,Poor quality,Poor quality phoneBekaar phone haiBohot slow chalta haiAutomatic call recording option bhi thik nhi hSpeed nhi hai phone me
2870,3.0,Camera quality 50 megapixel but it worth. Again screen quality is not so good.,Camera quality is below than average. It was just saying 50 megapixel but it worth. Again screen quality is not so good. I will suggest go for Samsung under this budget. It has far better camera nd display quality under this budget.
2871,2.0,Bad camera 👎,"I didn't expect much from camera considering price. But its so bad pictures of faces look like water colour painting pictures have no ""life"" my one year old moto g60 has far better cameras. But screen and speakers are good"
2872,3.0,Not up to mark,Build and display quality is not good. Note 10 is far better than note 11.  Do not buy ... ...
2873,1.0,Review,Don't Waste Your Money. Choose Another Brand. Left Side Speaker (Ear Side) Sound is Low. No Notification Light. Camera Quality is Poor. Speaker Sound is Not Better While Playing the Musics. Earphone Output Sound is Not Better.
2874,2.0,Charging is too slow,It's take 2.5-3 hours to full chargingIt's too slow on chargingIt is the issue I foundKya aapke sath bhi hua h aisa
2875,5.0,Excellent product,"The media could not be loaded.
                



 Battery life is just awesome and fast charging..... Picture quality is very good and have good clarity. Really very good product."
2876,5.0,Amazing phone,I just loved this phoneAmazing cameraFinest display in this segementMazaa sa aa gayaSmooth touch response#sexy_camera
2877,4.0,Some issue,"Overall good like battery,performance,etc but some releted issues as google dialer problem just dial any no.after then screen is white,finger sencer issue maximum time touch the finger on sencer then sence the finger"
2878,1.0,Wrost phone ever,Worst product I purchased from Amazon.Battery - 2/5Screen - 1/5UI - 3/5Realme is far better than this.
2879,5.0,Very best smartphone  i like 👍 it,Very nice product  i never ignore to buy it because it is price range smart  phone 📱  so i tell someone  buy it is more experience phone  it includes 45 watt  charger  only 1hour take fully charge.
2880,4.0,Good choice,Light weightBut battery was too good 1 day hardly working with full use..But there was no lagg in this phoneThis is the best thing in this redmi phoneCamera was alright joo too much good 50mp just like
2881,5.0,Good smartphone,Awesome phone in this price segment.Dont go with negative reviews.But camera needs some improvement in macro lens .
2882,3.0,Camera 😤😤😤😤😤,50 mp camera is not ok for every phone............ This  50 mp camera sensor very bad for every phone............ So don't buy 50 mp camera redmi y3 best camera compare to 50 mp every phone camera........
2883,1.0,Product is so so,Product is nice but delivery service is vry poor.i called many times to customer service but didn't get any feedback.. I sent a msg also but didn't get any written msg on box..This is very bad experience 4 me.
2884,2.0,Decent Phone -Poor Camera,Decent Phone for daily use. But camera is very poor. Looks like 5mp camera. Please don't buy this phone .
2885,3.0,Camera quality ekdam bakwas hain mat lena,West of money 💸💰 bakwas phone hai mat lena bhai logon redmi ka sabse bekar phone hai yeh phone isse bahut achha redmi note 10 hai
2886,1.0,Charging problem,मेरा फोन स्विच ऑफ हो चुका है स्विच on नहीं हो रहा है पता नहीं टेक्निकल में प्रॉब्लम हैचार्जिंग सपोर्ट नहीं ले रहा है
2887,1.0,nonsense 6GB phone behaves like 2 GB,only buy this phone if you only want to call and your app use is minimum. price is too high because it feels like low budget phones works so much better than this dabba. bought on EMI so i guess i am kind of stuck.
2888,4.0,Good,"Very good smartphone at this price And display is super good, Battery Life is good and also Charging Speed is very fast"
2889,5.0,Budget phone with extraordinary features,Provides fast charging by which we can charge the phone in 58-60 minsCamera is very good and battery performance is just amazing means in a single charge you can use whole day#note11 #note11_Lub
2890,1.0,Worst don't buy,Worst phone don't buy this not worth it. Only battery and fast charging is best and others worst don't buy
2891,5.0,Its okay,"Good battary average cam.. Average perfomence,its an average phone.Finger is slow 4g software update is absenr that is very bad"
2892,4.0,Value for money,"Value for money . Good products  . and offers in mobile "" is a summer Sale . Batter price a mobail"
2893,2.0,Video quality was poor and macro mode not working...,Yesterday only I bought a mobile I  dislike this mobile bcoz the video quality was poor and macro mode is not working in camera feature .I expect more but it's very disappointed..iam going to return this product
2894,5.0,Best phone........ ✌✌✌😍,It's the best phn in this price rangeThe camera is just outstanding....Battery life is just very awesome👏✊👍I am very impressed with the camera actually I am surprised😍
2895,3.0,"Okay, not excellent",Flipkart fast delivery.#camera quality poor Very slow 🙁☹️😏#charging okayDisplay quality okaySound quality okay.Battery 2days for  normal used
2896,4.0,Camera Quality,Front camera not good. It looks blur and excessive light & Battery backup is good and other features are Ok in this budget.
2897,4.0,Overall Value for Money. Worth it!!!,The camera is good. Night Mode & Pro Mode photos are shaped. The battery charged quickly.The overall feel and grip of the phone is superb. Value for money. Highly Recommended in this budget.
2898,3.0,While on call internet is not working,While on normal  call internet is not working. Is there any solution for this. Redmi note 11. Any support number
2899,1.0,Damage phone,Phone not working properly since first day. Hanged n white screen. Worst product sell by Amazon. I want return n money back
2900,4.0,Gud phn to use,Battery gudCamera quality fairFinger print okAmoled displays gud lookingDual speakers is sprbNo heating issueFor Normal usage can buy and use it worths
2901,1.0,Ram was too poor,I was very disappointed ram speed was very poor I do not expect like this redmi production Mobile Phone very very very werest Mobile in my life....
2902,1.0,koi bhi mat lena is phone ko sala bahut garam hota hai redmi ka phone koi bhi mat lena,Garam hota hai bahut pura din bhi nhi chal ta ye phn or heng bhi hota hai ye plz mat lena koi bhi
2903,2.0,Not worth to buy it,"Battery life is normal, camera quality is very poor. Even the features in this phone is nothing new, waste of money.I am very disappointed.Pls don't buy this phone."
2904,1.0,Worst Camera,Bought as I am using earlier version of Redmi Note... But this time camera is total disappointment. Not expected this from Redmi.
2905,3.0,After 1month battery life reduce low feeling 😞😞😞,No call recording.After 1 month use battery life reduce lowNot Happy feeling 😞😞😞😞Camera was goodThink before buy
2906,5.0,Best mobile phone excellent timely deleverd thanks Amazon,"Battery backup good picture quality awesome😊fast charging only 45 mint full charge, value of money nice phone thanks to amazon"
2907,4.0,"Sleek Design, Light weight and fast charging. Value for money",Great phone in this price range. Definitely recommended for people looking for budget phones in 12000 to 17000 price range.
2908,4.0,Phone,Nice and full satisfiedSuper performance very good productNice camera performanceAmoled display niceBattery performance super..Super it always done
2909,1.0,No call recoding bad google dailer,"The media could not be loaded.
                



 On The whole waste No call recoding bad google dailer.waste of time and 3rd class phone.dont purchase any time plz"
2910,4.0,Display size is very small. Go and check once in any showroom before buying it online.,"Everything is okay, but phone display size is very small. Not recommonded to buy it blindly online. Better to check it in any showroom physically before buying online."
2911,1.0,Unreliable product,The product has gone dead after approximately 20 hours of usage. I am not even able to return the product.
2912,1.0,Worst speakers ever,You will feel like you are using a Chinese phone … I bought it to gift to my mom but she seems to be disappointed with the speaker. Invested money in wrong product.
2913,1.0,Good photo but camera is very very very bad,Very bad camera otherwise good phone.Bettery screen sound size good.Light weightFingerprint sensor goodColor is also good
2914,2.0,Side fingerprint sensor,To improve the fingerprint sensor.....kya  chutya de raki hai sabhi mobile ko side fingerprint....upto 41k it's only side fingerprint....Tooda toh upgrade kijiye naa mobile ko
2915,2.0,Heating issue in Resmi note 11,"It is heating very quickly that is with in 15min, so please check and buy this product. The battery life and camara is good, only problem is heating"
2916,5.0,Best phone under 13k no other can offer the same for this price...,"Must buyy! This phone has no other competitor in this price. Super amoled Display quality is superb , stereo speakers with IR blaster. Fast charger 33watts."
2917,1.0,Camera quality is poor and packaging is not done well and some item is missing in the box,Camera quality is poor and packaging is not done well and some item is missing in the box this gift box is already unboxed and affter that pack
2918,4.0,Best phone for U,At this range u will get the best phone. Camera quality is great. Battery is also gud. And u will get a good experince by getting this product. U will feel gud
2919,1.0,Phone weight was very low,"Pro's : weight, display quality not upto extent, battery life was greatCons : lagging, switching delay between apps, camera worst ever in redmi"
2920,2.0,Camera quality is very poor,This is not 50 mp camera it seems like 15mp cam..If you select 1080p video quality it'll lagging..poor camera and doesn't support high quality videos
2921,5.0,Excellent phone,"Everything is best on this phone😍, But Selfie camera unwanted filter mode which I didn’t like it. In next update please fix it."
2922,1.0,Camera and performance bad,Camera quality is very bad and phone hangs rapidly. Only display and battery is good. No performance and camera quality
2923,4.0,"Overall features are okay with phone budget, but camera is worst.","Battery-9Speakers - 8Display-8Camera -464 Gb variant could be in range of 11k, MI shall provide a gold camera quality here"
2924,1.0,Bad perforamance this phone,"After 30days use this phoneBad performanceCall use, confrance call usse 🙏Speaker issueMike problem call not clear to listinging"
2925,2.0,Wrong Specification,The Processor is Snapdragon 665 - 11 nm not Snapdragon 680 - 6 nm as mentioned by Company. Wrong Advertisement
2926,2.0,ram & rom,"product wise is good ,but delivery wise very worst,simply waste behaviyer , pls follow the delivery man activities, not satisfication ur service"
2927,2.0,Camera quality is worsted,I didn't not like this phone because camera quality is not good as i expected from mi company. So I was very upset
2928,4.0,"It's for regular usage don't expect beast performance with 14000 budget, battery is aw",Only for battery I can give 5 stars.... Camera is average. Love this phone bcz of battery... We can go out without looking at charging
2929,1.0,Worst Phone Available,There is nothing new in this Phone just keeps on hanging all the time fingerprint reader isn't working properly nor the touch.No one should buy this phone
2930,5.0,Battery life normal,Camera quality of micro lens very super and battery life is normal all are quality this range super AMOLED display
2931,4.0,Good,Good performance And Processing System good h or phone accha hai dekhne mein bhi achcha hai overal phone achcha hai
2932,1.0,Not worth for money,Totally crap mobileIt's not even handle daily usable apps screen is lagging I didn't feel it has 120hzWaste of money
2933,5.0,Overall excellent experience,"Excellent..to buy... budget phone..with all qualities... perfect in all aspects. Slim , light weight , camera , touch , excellent..."
2934,4.0,Nice,Super quality and quality expected is best.I want more to buy this xiami company is best quality and good.
2935,1.0,Bekar phone hai....,Bekar phone hai.... Ek dum bekar.....sahi phone nhi hai . I suggest everyone do not buy this phone .....  Please
2936,2.0,I'm really not happy.,"I bought,this last week now it's has started lacking, the front camera is 13 mp they say but but it was looking like I have put a cartoon filter"
2937,1.0,One of the worst phone,"Motherboard problem occurred after a month, after fixing it now the screen problem occurs.One of the worst phone so please don't buy this."
2938,4.0,Battery is fantastic🤘😝🤘,"Battery is good, display is good also and the camera is ok ok and fingerprint sensor is also good, overall best phone under the price range of 15,000 rs."
2939,2.0,It's didn't reach my average expectations,Iam writings this review after 3 months. Camera quality is not good. Battery performance is also not good. After 3 months the phone was hanging.
2940,1.0,Product is poor quality,Don't Buy. The product is poor. Amazon is cheating you here.They are not replacing the product as well and are not giving any solution
2941,5.0,Value for money,"Best phone at this price , superb touch response also 90 hz at this price , very slim and light weight, fingerprint is superfast , battery life is amazing"
2942,1.0,Worst phone,Please dont buy as I had purchased this phone 2 week back and found sound issue and look like this is refurbished phone....
2943,2.0,Not worthy,"Bad camera quality, expected more!I don't suggest to buy,it's not looking like 50 mp camera my old phone note 6 camera is much better"
2944,1.0,improved camera sound,I am used Note 8 Now I am change my phone phone but camera very bad display Quality also not good. sound is not good. I am paying game then game is lag.
